Vdd,Vdd18,VddIO,Vdd Voltage,Vdd Current,Vdd18 Voltage,Vdd18 Current,VddIO Voltage,VddIO Current,Lot Bin Wafer,Part Number,Temp,Date
0.72,1.62,1.5,0.7197458899999999,1.3695404125999998e-07,1.6199542999999998,3.814302819999999e-05,1.5001148,0.0009386494150000004,P9KT98.AC_a_0,Q0136,25C,231204
0.72,1.8,1.5,0.7197600200000001,1.624515608e-07,1.8001114999999999,6.729462010000002e-05,1.5000943999999998,0.0009385521979999999,P9KT98.AC_a_0,Q0136,25C,231204
0.72,1.98,1.5,0.7197375699999999,1.42653514554e-07,1.9800343999999999,0.000127547886,1.5001053,0.0009389437299999997,P9KT98.AC_a_0,Q0136,25C,231204
0.8,1.62,1.5,0.79939523,1.7883171159999995e-07,1.6199885000000003,3.695650819999999e-05,1.5001057,0.0009919827759999997,P9KT98.AC_a_0,Q0136,25C,231204
0.8,1.8,1.5,0.7993892199999999,2.1159966500000007e-07,1.8001246000000002,6.577812739999999e-05,1.5001014,0.000991377066,P9KT98.AC_a_0,Q0136,25C,231204
0.8,1.98,1.5,0.79935581,2.0679204763000005e-07,1.9800457999999999,0.00012580305599999995,1.500145,0.000991980112,P9KT98.AC_a_0,Q0136,25C,231204
0.88,1.62,1.5,0.8794544,4.4052638200000015e-07,1.6199964000000002,3.624981919999998e-05,1.5001043000000003,0.0010277105900000003,P9KT98.AC_a_0,Q0136,25C,231204
0.88,1.8,1.5,0.87947471,4.2430909299999996e-07,1.8001831,6.467042199999998e-05,1.5001346999999998,0.0010276505400000002,P9KT98.AC_a_0,Q0136,25C,231204
0.88,1.98,1.5,0.8794702900000001,4.5057313200000013e-07,1.9800699000000002,0.00012439815299999994,1.5001459,0.00102758596,P9KT98.AC_a_0,Q0136,25C,231204
