vdd,vdd18,vwl,vgen,bitline_leakage(uA),Vss(V),Vrbl(V),Instance,Lot Bin Wafer,Part Number,Temp,Date
0.7,1.53,0,0,0.250565,0.003205,0.170912,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,4,4,0.257789,0.003510,0.171065,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,8,8,0.257998,0.003433,0.170530,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,12,12,0.258666,0.003510,0.170683,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,16,16,0.259560,0.003433,0.170759,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,20,20,0.258630,0.003433,0.170759,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,24,24,0.259321,0.003586,0.171065,0,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,28,28,0.258070,0.003510,0.170454,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,0,0,0.422091,0.481682,0.332210,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,4,4,0.414645,0.478630,0.332668,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,8,8,0.415563,0.478706,0.332668,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,12,12,0.423456,0.478325,0.332744,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,16,16,0.415391,0.478859,0.332744,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,20,20,0.415569,0.478783,0.333050,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,24,24,0.416034,0.478172,0.332439,0,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,28,28,0.416434,0.478706,0.333050,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,0,0,0.325273,0.407061,0.280403,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,4,4,0.327300,0.403780,0.280555,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,8,8,0.326680,0.403322,0.280097,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,12,12,0.319867,0.403322,0.280250,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,16,16,0.326835,0.403551,0.280555,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,20,20,0.326537,0.403246,0.280097,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,24,24,0.327079,0.403017,0.279945,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,28,28,0.327514,0.403017,0.280174,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,0,0,0.254630,0.283378,0.208757,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,4,4,0.258707,0.280784,0.208604,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,8,8,0.260066,0.280784,0.208757,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,12,12,0.259876,0.281013,0.208680,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,16,16,0.259220,0.280937,0.208833,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,20,20,0.259703,0.280555,0.208452,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,24,24,0.259065,0.280708,0.208604,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,28,28,0.259685,0.280708,0.208604,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,0,0,0.247882,0.009614,0.177245,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,4,4,0.262695,0.012590,0.177398,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,8,8,0.254737,0.027544,0.176711,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,12,12,0.254463,0.046238,0.177016,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,16,16,0.254666,0.061956,0.177169,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,20,20,0.254493,0.030825,0.176711,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,24,24,0.254547,0.073477,0.177321,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,28,28,0.254082,0.051197,0.176558,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,0,0,0.251107,0.003357,0.170607,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,4,4,0.257307,0.003510,0.170302,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,8,8,0.259125,0.003510,0.170836,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,12,12,0.258922,0.003510,0.170759,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,16,16,0.258213,0.003433,0.170607,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,20,20,0.258964,0.003815,0.170530,0,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,24,24,0.257032,0.003510,0.170530,0,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,0,0,0.468950,0.003891,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,4,4,0.435294,0.003968,0.332134,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,8,8,0.435449,0.004196,0.331752,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,12,12,0.443365,0.003968,0.332058,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,16,16,0.442763,0.003891,0.331829,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,20,20,0.442680,0.003968,0.331752,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,24,24,0.434835,0.004120,0.331981,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,28,28,0.435312,0.004349,0.332210,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,0,0,0.332593,0.003815,0.280097,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,4,4,0.344527,0.003968,0.280174,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,8,8,0.344169,0.003815,0.280326,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,12,12,0.343007,0.003968,0.279868,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,16,16,0.344849,0.003891,0.280326,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,20,20,0.344223,0.003891,0.280021,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,24,24,0.341076,0.003815,0.280021,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.98,28,28,0.343865,0.003968,0.280097,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,0,0,0.263130,0.003662,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,4,4,0.271547,0.003739,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,8,8,0.270635,0.003891,0.208833,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,12,12,0.270218,0.003815,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,16,16,0.272197,0.003739,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,20,20,0.272567,0.003739,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,24,24,0.271678,0.003815,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.8,28,28,0.269974,0.003815,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,0,0,0.247829,0.003815,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,4,4,0.256424,0.004044,0.176787,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,8,8,0.255065,0.003891,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,12,12,0.255053,0.003968,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,16,16,0.255012,0.003891,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,20,20,0.255924,0.004044,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,24,24,0.255202,0.003891,0.177169,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.62,28,28,0.254493,0.003968,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,0,0,0.251566,0.003891,0.170912,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,4,4,0.251024,0.003891,0.170530,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,8,8,0.259029,0.003815,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,12,12,0.258612,0.003815,0.171293,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,16,16,0.250970,0.003891,0.170530,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,20,20,0.258004,0.003891,0.170988,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,24,24,0.258570,0.003891,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.92,1.53,28,28,0.257950,0.003968,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,0,0,0.421566,0.003891,0.331981,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,4,4,0.442566,0.003968,0.332592,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,8,8,0.435431,0.003968,0.332592,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,12,12,0.434948,0.003891,0.332592,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,16,16,0.434793,0.003891,0.332363,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,20,20,0.442823,0.003968,0.332439,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,24,24,0.442870,0.003968,0.332439,7,P9HK27_0i_03,P0019,-40C,231114
0.9,2.07,28,28,0.442805,0.003968,0.332363,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,0,0,0.333493,0.003815,0.280174,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,4,4,0.343955,0.003815,0.280174,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,8,8,0.344664,0.003891,0.280021,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,12,12,0.342739,0.003815,0.279945,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,16,16,0.344414,0.003815,0.280097,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,20,20,0.343621,0.003891,0.280021,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,24,24,0.345517,0.003891,0.280021,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.98,28,28,0.344122,0.003891,0.280097,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,0,0,0.261843,0.003739,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,4,4,0.278027,0.003739,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,8,8,0.271649,0.003815,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,12,12,0.270969,0.003662,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,16,16,0.269658,0.003739,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,20,20,0.271047,0.003739,0.208757,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,24,24,0.270236,0.003662,0.208452,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.8,28,28,0.269479,0.003891,0.208452,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,0,0,0.255679,0.003510,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,4,4,0.262552,0.003739,0.176940,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,8,8,0.255286,0.003662,0.177169,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,12,12,0.263679,0.003662,0.176406,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,16,16,0.263089,0.003586,0.176863,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,20,20,0.262809,0.003662,0.176635,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,24,24,0.262206,0.003586,0.176787,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.62,28,28,0.261932,0.003662,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,0,0,0.243710,0.003815,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,4,4,0.250296,0.003968,0.171141,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,8,8,0.258141,0.003891,0.170454,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,12,12,0.257348,0.003968,0.170912,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,16,16,0.258171,0.003968,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,20,20,0.258099,0.003891,0.170530,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,24,24,0.249617,0.003891,0.171217,7,P9HK27_0i_03,P0019,-40C,231114
0.9,1.53,28,28,0.258588,0.003815,0.170530,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,0,0,0.422788,0.004120,0.332210,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,4,4,0.435509,0.004120,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,8,8,0.435610,0.003968,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,12,12,0.435467,0.004044,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,16,16,0.435425,0.004120,0.332515,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,20,20,0.435783,0.004044,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,24,24,0.435527,0.004044,0.332515,7,P9HK27_0i_03,P0019,-40C,231114
0.8,2.07,28,28,0.435604,0.004120,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,0,0,0.339544,0.003357,0.279182,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,4,4,0.343859,0.003739,0.279411,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,8,8,0.344527,0.003739,0.279563,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,12,12,0.343955,0.003739,0.279334,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,16,16,0.344467,0.003739,0.279640,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,20,20,0.336492,0.003891,0.279640,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,24,24,0.345248,0.003739,0.279411,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.98,28,28,0.343979,0.003815,0.279640,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,0,0,0.262075,0.003510,0.208757,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,4,4,0.270748,0.003662,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,8,8,0.277979,0.003586,0.208757,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,12,12,0.271213,0.003662,0.208375,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,16,16,0.270337,0.003662,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,20,20,0.271452,0.003662,0.208909,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,24,24,0.271285,0.003891,0.208604,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.8,28,28,0.279177,0.003815,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,0,0,0.254737,0.003662,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,4,4,0.262934,0.003586,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,8,8,0.262975,0.003662,0.176863,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,12,12,0.263834,0.003510,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,16,16,0.262642,0.003510,0.177245,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,20,20,0.255375,0.003662,0.176787,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,24,24,0.262105,0.003510,0.177169,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.62,28,28,0.263041,0.003586,0.177321,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,0,0,0.250314,0.003510,0.170607,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,4,4,0.258952,0.003510,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,8,8,0.258034,0.003662,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,12,12,0.258755,0.003510,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,16,16,0.258707,0.003739,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,20,20,0.258022,0.003815,0.171141,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,24,24,0.258648,0.004044,0.170454,7,P9HK27_0i_03,P0019,-40C,231114
0.8,1.53,28,28,0.259077,0.003510,0.170759,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,0,0,0.422502,0.482598,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,4,4,0.415695,0.478477,0.332897,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,8,8,0.415766,0.478935,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,12,12,0.417084,0.478554,0.332897,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,16,16,0.415790,0.478325,0.332821,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,20,20,0.415444,0.478630,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,24,24,0.416487,0.478401,0.332821,7,P9HK27_0i_03,P0019,-40C,231114
0.7,2.07,28,28,0.414997,0.478706,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,0,0,0.324874,0.406450,0.279868,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,4,4,0.327437,0.402940,0.279945,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,8,8,0.326781,0.402559,0.279563,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,12,12,0.327216,0.402864,0.279792,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,16,16,0.326483,0.402101,0.279487,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,20,20,0.327383,0.402177,0.279411,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,24,24,0.327616,0.402711,0.279868,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.98,28,28,0.326793,0.402483,0.279563,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,0,0,0.261825,0.283836,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,4,4,0.258153,0.280860,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,8,8,0.258725,0.280784,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,12,12,0.259596,0.280708,0.208604,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,16,16,0.265765,0.281089,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,20,20,0.258749,0.280937,0.208833,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,24,24,0.259602,0.281013,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.8,28,28,0.259357,0.281089,0.208833,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,0,0,0.254499,0.003586,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,4,4,0.263267,0.003815,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,8,8,0.270176,0.003586,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,12,12,0.261432,0.003433,0.176787,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,16,16,0.255471,0.003739,0.177398,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,20,20,0.263256,0.003586,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,24,24,0.262820,0.003510,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.62,28,28,0.262236,0.003739,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,0,0,0.257795,0.003052,0.170912,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,4,4,0.257384,0.003510,0.170912,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,8,8,0.258630,0.003433,0.170454,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,12,12,0.258219,0.003510,0.171217,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,16,16,0.257807,0.003586,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,20,20,0.258523,0.003815,0.170454,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,24,24,0.257795,0.003510,0.171065,7,P9HK27_0i_03,P0019,-40C,231114
0.7,1.53,28,28,0.258606,0.003433,0.170454,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,0,0,0.421882,0.482140,0.332210,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,4,4,0.423104,0.478783,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,8,8,0.422675,0.478630,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,12,12,0.415379,0.478477,0.332897,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,16,16,0.422591,0.479011,0.332668,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,20,20,0.422860,0.478783,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,24,24,0.415903,0.478477,0.332744,7,P9HK27_0i_03,P0019,-40C,231114
0.68,2.07,28,28,0.423414,0.478554,0.332439,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,0,0,0.332253,0.407289,0.280479,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,4,4,0.326972,0.403780,0.280555,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,8,8,0.326895,0.403703,0.280479,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,12,12,0.326936,0.403474,0.280250,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,16,16,0.328051,0.403627,0.280708,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,20,20,0.319181,0.403551,0.280403,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,24,24,0.327485,0.403627,0.280250,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.98,28,28,0.326519,0.403627,0.280555,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,0,0,0.262153,0.283455,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,4,4,0.259733,0.281089,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,8,8,0.259220,0.281471,0.209138,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,12,12,0.259602,0.280555,0.208528,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,16,16,0.259476,0.281089,0.208604,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,20,20,0.259965,0.281166,0.208909,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,24,24,0.259387,0.281089,0.208680,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.8,28,28,0.259005,0.281471,0.208833,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,0,0,0.255435,0.006409,0.177016,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,4,4,0.262743,0.010911,0.176711,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,8,8,0.262475,0.023348,0.177092,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,12,12,0.261974,0.028384,0.177321,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,16,16,0.253509,0.092857,0.176940,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,20,20,0.261575,0.066610,0.176863,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,24,24,0.261300,0.055012,0.177398,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.62,28,28,0.254338,0.103005,0.176787,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,0,0,0.251435,0.003205,0.170912,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,4,4,0.257897,0.003510,0.171141,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,8,8,0.250773,0.003433,0.170683,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,12,12,0.264823,0.003510,0.170607,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,16,16,0.256740,0.003510,0.170530,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,20,20,0.257921,0.003510,0.171065,7,P9HK27_0i_03,P0019,-40C,231114
0.68,1.53,24,24,0.257986,0.003739,0.170836,7,P9HK27_0i_03,P0019,-40C,231114
0.92,2.07,0,0,0.616936,0.004578,0.394776,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,4,4,0.614808,0.005112,0.394776,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,8,8,0.614242,0.004654,0.394624,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,12,12,0.613926,0.004654,0.394624,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,16,16,0.614528,0.004807,0.394471,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,20,20,0.614265,0.004654,0.394471,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,24,24,0.614188,0.004807,0.394547,4,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,28,28,0.614474,0.004731,0.394471,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,0,0,0.434901,0.004654,0.333660,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,4,4,0.447818,0.004425,0.333660,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,8,8,0.447794,0.004425,0.333889,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,12,12,0.447520,0.004425,0.333736,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,16,16,0.446691,0.004425,0.333660,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,20,20,0.448039,0.004425,0.333889,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,24,24,0.447717,0.004425,0.333584,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,28,28,0.440367,0.004502,0.333965,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,0,0,0.283952,0.004502,0.241642,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,4,4,0.302991,0.004120,0.241718,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,8,8,0.302121,0.004349,0.241489,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,12,12,0.302544,0.004196,0.241489,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,16,16,0.302747,0.004349,0.241795,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,20,20,0.302574,0.004349,0.241337,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,24,24,0.302639,0.004273,0.241718,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,28,28,0.301400,0.004273,0.241413,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,0,0,0.262755,0.004349,0.191589,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,4,4,0.270862,0.004273,0.191742,4,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,8,8,0.270719,0.004502,0.191208,4,P9HK27_0i_03,P0019,25C,231114
