vdd,vdd18,vwl,vgen,bitline_leakage(uA),Vss(V),Vrbl(V),Instance,Lot Bin Wafer,Part Number,Temp,Date
0.68,1.8,16,16,0.259464,0.280708,0.208604,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,20,20,0.251882,0.281013,0.208604,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,24,24,0.259256,0.280860,0.208452,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,28,28,0.259643,0.280784,0.208833,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,0,0,0.247769,0.003510,0.176787,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,4,4,0.254880,0.003510,0.176711,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,8,8,0.255333,0.003433,0.176940,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,12,12,0.262958,0.003205,0.177169,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,16,16,0.255363,0.003586,0.176711,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,20,20,0.255441,0.003510,0.177169,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,24,24,0.255721,0.003510,0.176558,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,28,28,0.255548,0.003510,0.177016,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,0,0,0.250290,0.002899,0.171141,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,4,4,0.267458,0.003281,0.170988,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,8,8,0.257843,0.003205,0.170302,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,12,12,0.257557,0.003281,0.170988,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,16,16,0.257467,0.003510,0.170683,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,20,20,0.258707,0.003662,0.170912,7,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,24,24,0.257509,0.003281,0.170607,7,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,0,0,0.616602,0.004196,0.395005,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,4,4,0.614110,0.004349,0.395081,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,8,8,0.594451,0.004273,0.395310,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,12,12,0.615112,0.004349,0.395081,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,16,16,0.614802,0.004425,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,20,20,0.614063,0.004273,0.394547,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,24,24,0.614587,0.004273,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,28,28,0.614432,0.004273,0.394776,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,0,0,0.434460,0.004120,0.333965,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,4,4,0.447681,0.004044,0.334041,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,8,8,0.447842,0.004044,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,12,12,0.440123,0.004044,0.334194,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,16,16,0.447830,0.004044,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,20,20,0.447448,0.004120,0.334347,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,24,24,0.440725,0.005188,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,28,28,0.447955,0.004273,0.334194,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,0,0,0.291832,0.003968,0.241871,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,4,4,0.302979,0.004273,0.242481,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,8,8,0.301960,0.004044,0.242024,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,12,12,0.302800,0.004044,0.242405,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,16,16,0.302687,0.004044,0.242100,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,20,20,0.302771,0.004120,0.242252,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,24,24,0.296136,0.004502,0.242100,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,28,28,0.302979,0.004502,0.242100,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,0,0,0.254547,0.003739,0.191666,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,4,4,0.270588,0.003891,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,8,8,0.270707,0.003891,0.191513,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,12,12,0.270492,0.004044,0.191971,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,16,16,0.262737,0.004120,0.191437,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,20,20,0.262963,0.003968,0.191895,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,24,24,0.263190,0.003968,0.191513,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,28,28,0.262880,0.004044,0.191666,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,0,0,0.260788,0.003815,0.179763,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,4,4,0.261575,0.003891,0.179534,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,8,8,0.269205,0.004044,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,12,12,0.261730,0.003739,0.179839,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,16,16,0.262153,0.003815,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,20,20,0.269449,0.004044,0.179534,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,24,24,0.268847,0.003968,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,28,28,0.269187,0.004044,0.179534,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,0,0,0.602105,0.004273,0.394624,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,4,4,0.614617,0.004273,0.394852,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,8,8,0.614516,0.004196,0.395005,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,12,12,0.614933,0.004425,0.395158,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,16,16,0.607136,0.004273,0.395081,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,20,20,0.614492,0.004196,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,24,24,0.614659,0.004654,0.394700,4,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,28,28,0.615058,0.004273,0.395005,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,0,0,0.434662,0.004120,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,4,4,0.447234,0.004044,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,8,8,0.447764,0.004273,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,12,12,0.448003,0.004044,0.334347,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,16,16,0.448045,0.004196,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,20,20,0.448039,0.004120,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,24,24,0.447419,0.004044,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,28,28,0.447717,0.004044,0.334194,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,0,0,0.291254,0.003510,0.241718,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,4,4,0.302222,0.003815,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,8,8,0.302288,0.003815,0.242024,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,12,12,0.302979,0.003815,0.241566,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,16,16,0.302377,0.003815,0.241871,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,20,20,0.302061,0.004120,0.241718,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,24,24,0.294491,0.004425,0.241871,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,28,28,0.302282,0.003891,0.242024,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,0,0,0.261837,0.003510,0.191666,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,4,4,0.263607,0.003891,0.191666,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,8,8,0.263065,0.003891,0.191208,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,12,12,0.263375,0.003891,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,16,16,0.271172,0.004196,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,20,20,0.263351,0.004196,0.191437,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,24,24,0.270903,0.003968,0.191666,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.62,28,28,0.270087,0.003968,0.191208,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,0,0,0.253611,0.003891,0.179458,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,4,4,0.261843,0.004044,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,8,8,0.261205,0.004044,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,12,12,0.261044,0.004120,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,16,16,0.261467,0.003968,0.179076,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,20,20,0.261151,0.003891,0.179458,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,24,24,0.261110,0.003815,0.179534,4,P9HK27_0i_03,P0015,25C,231114
0.9,1.53,28,28,0.261223,0.003891,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,0,0,0.594171,0.004120,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,4,4,0.614957,0.004578,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,8,8,0.614957,0.004120,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,12,12,0.614808,0.004196,0.395310,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,16,16,0.614951,0.004349,0.395539,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,20,20,0.607899,0.004273,0.395387,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,24,24,0.615303,0.004273,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.8,2.07,28,28,0.615320,0.004196,0.395081,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,0,0,0.435395,0.003891,0.334347,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,4,4,0.448098,0.004349,0.334576,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,8,8,0.447830,0.004044,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,12,12,0.447282,0.003968,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,16,16,0.447961,0.003968,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,20,20,0.447311,0.004044,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,24,24,0.447586,0.003968,0.334423,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.98,28,28,0.447979,0.004044,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,0,0,0.291558,0.003815,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,4,4,0.303057,0.004044,0.241718,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,8,8,0.302973,0.003891,0.241566,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,12,12,0.302628,0.004044,0.241871,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,16,16,0.303230,0.004044,0.241413,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,20,20,0.302538,0.003815,0.241489,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,24,24,0.301727,0.003739,0.241337,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.8,28,28,0.302437,0.003815,0.241489,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,0,0,0.261771,0.003662,0.191742,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,4,4,0.269580,0.003586,0.191895,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,8,8,0.269771,0.003662,0.191208,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,12,12,0.277842,0.003281,0.191742,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,16,16,0.263732,0.003815,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,20,20,0.269228,0.003662,0.191895,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,24,24,0.269908,0.003739,0.191360,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.62,28,28,0.270796,0.003739,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,0,0,0.253390,0.003815,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,4,4,0.261080,0.003891,0.179610,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,8,8,0.261277,0.003891,0.179076,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,12,12,0.269175,0.003968,0.179610,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,16,16,0.261092,0.003815,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,20,20,0.262296,0.003968,0.179610,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,24,24,0.262314,0.003968,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.8,1.53,28,28,0.261539,0.003891,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,0,0,0.601002,0.568282,0.394395,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,4,4,0.585581,0.564925,0.395158,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,8,8,0.585778,0.565078,0.395463,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,12,12,0.585987,0.564696,0.395158,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,16,16,0.585462,0.564467,0.395158,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,20,20,0.586094,0.565078,0.395310,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,24,24,0.585689,0.564696,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.7,2.07,28,28,0.585522,0.564696,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,0,0,0.434698,0.488930,0.334194,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,4,4,0.427813,0.484581,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,8,8,0.419235,0.484276,0.334270,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,12,12,0.427271,0.484810,0.334194,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,16,16,0.425792,0.485497,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,20,20,0.419331,0.484581,0.334423,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,24,24,0.426180,0.484886,0.334118,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.98,28,28,0.427014,0.485115,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,0,0,0.284351,0.003739,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,4,4,0.302234,0.003891,0.242024,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,8,8,0.302240,0.003739,0.241566,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,12,12,0.303301,0.003739,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,16,16,0.301626,0.003739,0.241947,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,20,20,0.302616,0.003739,0.241718,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,24,24,0.302800,0.003662,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.8,28,28,0.302318,0.003739,0.241718,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,0,0,0.269056,0.003281,0.191208,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,4,4,0.269926,0.003586,0.191284,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,8,8,0.270385,0.003739,0.191437,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,12,12,0.271452,0.003968,0.191742,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,16,16,0.270623,0.003891,0.191437,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,20,20,0.263446,0.004196,0.191360,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,24,24,0.262034,0.003662,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.62,28,28,0.269991,0.003586,0.191742,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,0,0,0.261175,0.003357,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,4,4,0.268883,0.003586,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,8,8,0.268752,0.003510,0.179458,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,12,12,0.269318,0.003586,0.179763,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,16,16,0.269401,0.003586,0.179076,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,20,20,0.268012,0.003586,0.179687,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,24,24,0.268006,0.003586,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.7,1.53,28,28,0.268692,0.003586,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,0,0,0.594392,0.568435,0.394929,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,4,4,0.584991,0.565459,0.395387,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,8,8,0.585277,0.565383,0.395387,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,12,12,0.585033,0.565230,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,16,16,0.585337,0.565230,0.395310,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,20,20,0.585051,0.564925,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,24,24,0.584890,0.565383,0.395234,4,P9HK27_0i_03,P0015,25C,231114
0.68,2.07,28,28,0.584514,0.565993,0.395539,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,0,0,0.427241,0.489922,0.334652,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,4,4,0.419384,0.485268,0.334728,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,8,8,0.420439,0.484963,0.334347,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,12,12,0.419235,0.485344,0.334728,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,16,16,0.427402,0.485192,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,20,20,0.419134,0.485115,0.334423,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,24,24,0.419474,0.485268,0.334804,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.98,28,28,0.418288,0.485344,0.334499,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,0,0,0.291314,0.003739,0.241947,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,4,4,0.302335,0.003662,0.242024,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,8,8,0.302377,0.003662,0.241795,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,12,12,0.303015,0.003662,0.241947,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,16,16,0.303200,0.003739,0.242176,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,20,20,0.294461,0.004120,0.242100,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,24,24,0.302645,0.003739,0.242176,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.8,28,28,0.302169,0.003739,0.241871,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,0,0,0.262355,0.003357,0.191818,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,4,4,0.270278,0.003662,0.191895,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,8,8,0.271064,0.003739,0.191284,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,12,12,0.270480,0.003586,0.191818,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,16,16,0.269664,0.003662,0.191360,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,20,20,0.270886,0.003586,0.191742,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,24,24,0.271362,0.003662,0.191589,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.62,28,28,0.270355,0.003586,0.191437,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,0,0,0.253498,0.003510,0.179152,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,4,4,0.269073,0.003586,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,8,8,0.260627,0.003739,0.179381,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,12,12,0.268442,0.003586,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,16,16,0.268877,0.003586,0.179305,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,20,20,0.268096,0.003586,0.179229,4,P9HK27_0i_03,P0015,25C,231114
0.68,1.53,24,24,0.261348,0.004120,0.179534,4,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,0,0,0.617425,0.004273,0.395463,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,4,4,0.615016,0.004425,0.395310,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,8,8,0.614313,0.004196,0.395081,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,12,12,0.614498,0.004196,0.395463,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,16,16,0.614575,0.004349,0.395310,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,20,20,0.606427,0.004349,0.395310,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,24,24,0.614277,0.004273,0.395158,3,P9HK27_0i_03,P0015,25C,231114
0.92,2.07,28,28,0.606987,0.004578,0.395158,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,0,0,0.427259,0.004196,0.334347,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,4,4,0.440409,0.004502,0.334347,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,8,8,0.427366,0.004349,0.334652,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,12,12,0.440164,0.004273,0.334804,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,16,16,0.440385,0.004273,0.334499,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,20,20,0.440456,0.004425,0.334881,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,24,24,0.440230,0.004273,0.334347,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.98,28,28,0.440397,0.004425,0.334881,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,0,0,0.284470,0.004273,0.241871,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,4,4,0.295069,0.004273,0.241947,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,8,8,0.302413,0.003968,0.242176,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,12,12,0.294801,0.003968,0.241718,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,16,16,0.295462,0.004273,0.242176,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,20,20,0.294717,0.004196,0.241947,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,24,24,0.302347,0.004044,0.241871,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.8,28,28,0.294652,0.004044,0.242100,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,0,0,0.262373,0.003815,0.191589,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,4,4,0.270653,0.004044,0.191589,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,8,8,0.270754,0.003815,0.191513,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,12,12,0.270909,0.003815,0.191360,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,16,16,0.269264,0.003739,0.191742,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,20,20,0.262838,0.003968,0.191360,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,24,24,0.270379,0.003815,0.191589,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.62,28,28,0.270498,0.003739,0.191360,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,0,0,0.253217,0.003662,0.179305,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,4,4,0.261652,0.003815,0.179305,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,8,8,0.260680,0.003968,0.179229,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,12,12,0.268972,0.003739,0.179687,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,16,16,0.261336,0.003891,0.179229,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,20,20,0.261503,0.004120,0.179610,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,24,24,0.259733,0.003739,0.179381,3,P9HK27_0i_03,P0015,25C,231114
0.92,1.53,28,28,0.261420,0.003739,0.179152,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,0,0,0.594678,0.004654,0.394776,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,4,4,0.615058,0.004502,0.394776,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,8,8,0.608358,0.004196,0.395310,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,12,12,0.607303,0.004654,0.395005,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,16,16,0.608149,0.004731,0.395387,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,20,20,0.607315,0.004273,0.395005,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,24,24,0.607327,0.004349,0.395005,3,P9HK27_0i_03,P0015,25C,231114
0.9,2.07,28,28,0.607184,0.004425,0.395234,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,0,0,0.435628,0.004044,0.334041,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,4,4,0.447705,0.004120,0.334041,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,8,8,0.440546,0.004120,0.333813,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,12,12,0.447949,0.004044,0.334118,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,16,16,0.447413,0.004044,0.333965,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,20,20,0.448718,0.004120,0.334270,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,24,24,0.440516,0.004196,0.334347,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.98,28,28,0.440701,0.004044,0.333965,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,0,0,0.284399,0.004044,0.241947,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,4,4,0.302699,0.004273,0.241947,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,8,8,0.294103,0.004044,0.241871,3,P9HK27_0i_03,P0015,25C,231114
0.9,1.8,12,12,0.302359,0.003968,0.242100,3,P9HK27_0i_03,P0015,25C,231114
