vdd,vdd18,vwl,vgen,bitline_leakage(uA),Vss(V),Vrbl(V),Instance,Lot Bin Wafer,Part Number,Temp,Date
0.8,1.8,4,4,0.270987,0.003433,0.208757,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,8,8,0.269532,0.003281,0.208375,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,12,12,0.279082,0.003433,0.208986,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,16,16,0.278551,0.003433,0.208528,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,20,20,0.278659,0.003357,0.208986,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,24,24,0.278420,0.003586,0.208299,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,28,28,0.278527,0.003586,0.208757,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,0,0,0.247888,0.003510,0.177016,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,4,4,0.255637,0.003510,0.177016,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,8,8,0.263065,0.003662,0.177016,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,12,12,0.255661,0.003662,0.176787,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,16,16,0.263446,0.003739,0.177321,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,20,20,0.255226,0.003510,0.176863,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,24,24,0.255184,0.003586,0.177169,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,28,28,0.263399,0.003586,0.176787,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,0,0,0.251495,0.003510,0.170912,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,4,4,0.258779,0.003510,0.170988,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,8,8,0.258141,0.003510,0.170683,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,12,12,0.257998,0.003433,0.170912,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,16,16,0.258338,0.003586,0.170836,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,20,20,0.258010,0.003586,0.170836,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,24,24,0.258529,0.003586,0.171293,2,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,28,28,0.259089,0.003968,0.170759,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,0,0,0.422317,0.482445,0.332897,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,4,4,0.415736,0.479088,0.333355,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,8,8,0.408011,0.479088,0.332973,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,12,12,0.415242,0.479240,0.333202,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,16,16,0.415468,0.478783,0.332897,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,20,20,0.415534,0.478477,0.332744,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,24,24,0.415373,0.479011,0.333050,2,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,28,28,0.415301,0.479240,0.333050,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,0,0,0.332468,0.407213,0.280403,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,4,4,0.327425,0.403627,0.280403,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,8,8,0.327056,0.403551,0.280479,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,12,12,0.326555,0.404009,0.280555,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,16,16,0.326674,0.403703,0.280403,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,20,20,0.327246,0.403780,0.280784,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,24,24,0.327306,0.403474,0.280403,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,28,28,0.333732,0.403627,0.280479,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,0,0,0.254576,0.283760,0.208680,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,4,4,0.259572,0.280784,0.208452,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,8,8,0.259172,0.281242,0.208833,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,12,12,0.259369,0.281166,0.208833,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,16,16,0.259542,0.280631,0.208528,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,20,20,0.259393,0.281089,0.208833,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,24,24,0.259566,0.281318,0.208757,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,28,28,0.258612,0.280784,0.208833,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,0,0,0.247757,0.003586,0.176863,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,4,4,0.255566,0.003586,0.176635,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,8,8,0.256395,0.003586,0.176558,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,12,12,0.256484,0.003968,0.177016,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,16,16,0.262892,0.003586,0.176406,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,20,20,0.255351,0.003510,0.177169,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,24,24,0.255655,0.003968,0.176635,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,28,28,0.255053,0.003510,0.176863,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,0,0,0.244264,0.003586,0.170759,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,4,4,0.250672,0.003739,0.170988,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,8,8,0.250553,0.003662,0.170912,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,12,12,0.250589,0.003662,0.170607,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,16,16,0.250815,0.003662,0.171141,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,20,20,0.250499,0.003815,0.170607,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,24,24,0.250410,0.003662,0.170759,2,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,28,28,0.258153,0.003739,0.170607,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,0,0,0.421679,0.481758,0.332363,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,4,4,0.416392,0.478859,0.332668,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,8,8,0.415784,0.479622,0.333202,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,12,12,0.415814,0.479088,0.333126,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,16,16,0.408065,0.479469,0.332973,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,20,20,0.407916,0.479393,0.333278,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,24,24,0.415140,0.479164,0.332973,2,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,28,28,0.415993,0.479240,0.333202,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,0,0,0.332170,0.407824,0.280479,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,4,4,0.327014,0.403856,0.280631,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,8,8,0.326781,0.404161,0.280784,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,12,12,0.327222,0.403703,0.280479,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,16,16,0.327240,0.403780,0.280784,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,20,20,0.327276,0.403398,0.280403,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,24,24,0.327008,0.403780,0.280555,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,28,28,0.326752,0.404161,0.280784,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,0,0,0.262165,0.283226,0.208452,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,4,4,0.259321,0.281089,0.208604,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,8,8,0.259536,0.281166,0.208986,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,12,12,0.251757,0.280937,0.208604,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,16,16,0.259339,0.281166,0.208833,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,20,20,0.259607,0.280708,0.208757,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,24,24,0.252025,0.280708,0.208604,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.8,28,28,0.260055,0.280631,0.208757,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,0,0,0.255179,0.003128,0.176863,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,4,4,0.255411,0.003739,0.176940,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,8,8,0.255792,0.003586,0.177169,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,12,12,0.256007,0.003510,0.176863,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,16,16,0.255977,0.003586,0.177245,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,20,20,0.255441,0.003586,0.176635,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,24,24,0.255709,0.003586,0.177092,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.62,28,28,0.254910,0.003739,0.176940,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,0,0,0.251429,0.003815,0.170607,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,4,4,0.258612,0.003586,0.170759,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,8,8,0.258791,0.003662,0.170759,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,12,12,0.258558,0.003510,0.170683,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,16,16,0.258296,0.003510,0.170530,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,20,20,0.258326,0.003586,0.170988,2,P9HK27_0i_03,P0015,-40C,231114
0.68,1.53,24,24,0.258397,0.003510,0.170912,2,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,0,0,0.468705,0.004044,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,4,4,0.435318,0.004044,0.332210,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,8,8,0.435479,0.004044,0.332515,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,12,12,0.435229,0.004044,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,16,16,0.427706,0.004120,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,20,20,0.435348,0.003968,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,24,24,0.435646,0.004044,0.332515,1,P9HK27_0i_03,P0015,-40C,231114
0.92,2.07,28,28,0.435461,0.004120,0.332744,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,0,0,0.332444,0.003739,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,4,4,0.336068,0.003891,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,8,8,0.344348,0.003891,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,12,12,0.343359,0.004120,0.280174,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,16,16,0.344265,0.003968,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,20,20,0.344354,0.003891,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,24,24,0.336480,0.004120,0.280174,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.98,28,28,0.336736,0.004196,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,0,0,0.255226,0.004120,0.208833,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,4,4,0.263035,0.003968,0.208604,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,8,8,0.262999,0.004273,0.209062,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,12,12,0.271112,0.004044,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,16,16,0.262773,0.004349,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,20,20,0.263947,0.004044,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,24,24,0.264019,0.003968,0.208604,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.8,28,28,0.263720,0.003968,0.208833,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,0,0,0.248061,0.003815,0.177474,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,4,4,0.256001,0.004273,0.176940,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,8,8,0.255673,0.004044,0.177321,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,12,12,0.247847,0.003891,0.176863,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,16,16,0.255471,0.003891,0.177092,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,20,20,0.248109,0.004120,0.177169,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,24,24,0.247972,0.004273,0.176863,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.62,28,28,0.255590,0.003968,0.177092,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,0,0,0.243662,0.003662,0.170683,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,4,4,0.258999,0.003586,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,8,8,0.258570,0.003815,0.170988,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,12,12,0.258415,0.003662,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,16,16,0.258201,0.003739,0.170530,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,20,20,0.258487,0.003815,0.171141,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,24,24,0.258672,0.003891,0.170683,1,P9HK27_0i_03,P0015,-40C,231114
0.92,1.53,28,28,0.258457,0.003891,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,0,0,0.422794,0.004044,0.332363,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,4,4,0.435658,0.004120,0.333050,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,8,8,0.435330,0.004044,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,12,12,0.435235,0.004044,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,16,16,0.435747,0.004273,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,20,20,0.435002,0.003968,0.332515,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,24,24,0.435622,0.003968,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.9,2.07,28,28,0.435699,0.004120,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,0,0,0.332593,0.004044,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,4,4,0.344551,0.004120,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,8,8,0.344324,0.003968,0.280555,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,12,12,0.343806,0.003891,0.280555,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,16,16,0.344503,0.003968,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,20,20,0.343907,0.003968,0.280708,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,24,24,0.343365,0.003968,0.280479,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.98,28,28,0.344145,0.004196,0.280403,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,0,0,0.262260,0.003662,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,4,4,0.271255,0.003968,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,8,8,0.270480,0.003815,0.208757,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,12,12,0.271720,0.003739,0.208909,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,16,16,0.271398,0.003739,0.208528,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,20,20,0.263810,0.004273,0.208833,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,24,24,0.256275,0.003891,0.209138,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.8,28,28,0.263428,0.003891,0.208680,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,0,0,0.248109,0.003891,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,4,4,0.255924,0.003891,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,8,8,0.255494,0.003662,0.177245,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,12,12,0.262659,0.003662,0.176863,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,16,16,0.263107,0.003739,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,20,20,0.264251,0.003739,0.177321,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,24,24,0.262612,0.003891,0.176940,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.62,28,28,0.263166,0.003586,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,0,0,0.250773,0.003433,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,4,4,0.259208,0.003662,0.170912,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,8,8,0.258409,0.003662,0.170378,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,12,12,0.258248,0.003739,0.170759,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,16,16,0.258415,0.003586,0.171217,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,20,20,0.258111,0.003586,0.170530,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,24,24,0.257777,0.003510,0.170683,1,P9HK27_0i_03,P0015,-40C,231114
0.9,1.53,28,28,0.257783,0.003281,0.171065,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,0,0,0.430209,0.003586,0.332592,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,4,4,0.434334,0.003815,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,8,8,0.442668,0.003739,0.332439,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,12,12,0.441762,0.003662,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,16,16,0.435491,0.003739,0.332744,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,20,20,0.442567,0.003739,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,24,24,0.442638,0.003739,0.332592,1,P9HK27_0i_03,P0015,-40C,231114
0.8,2.07,28,28,0.435151,0.004120,0.332744,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,0,0,0.332337,0.003586,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,4,4,0.344110,0.003739,0.279945,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,8,8,0.344473,0.003739,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,12,12,0.343353,0.003662,0.280174,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,16,16,0.342769,0.003662,0.280250,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,20,20,0.344199,0.003586,0.280174,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,24,24,0.342453,0.003510,0.280021,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.98,28,28,0.345332,0.003586,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,0,0,0.262177,0.003891,0.208986,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,4,4,0.270796,0.003586,0.208680,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,8,8,0.278068,0.003586,0.208528,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,12,12,0.278963,0.003433,0.208833,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,16,16,0.271124,0.003433,0.208452,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,20,20,0.270051,0.003433,0.208909,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,24,24,0.277902,0.003433,0.208604,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.8,28,28,0.271273,0.003433,0.208604,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,0,0,0.255137,0.003205,0.176558,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,4,4,0.262463,0.003510,0.176711,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,8,8,0.263577,0.003357,0.176940,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,12,12,0.262451,0.003357,0.177016,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,16,16,0.262558,0.003357,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,20,20,0.262481,0.003510,0.177245,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,24,24,0.264329,0.003891,0.176863,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.62,28,28,0.264209,0.003510,0.176863,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,0,0,0.251703,0.003510,0.170912,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,4,4,0.258046,0.003510,0.171065,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,8,8,0.258457,0.003739,0.170530,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,12,12,0.250720,0.003968,0.170759,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,16,16,0.258278,0.003510,0.170988,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,20,20,0.257694,0.003510,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,24,24,0.250893,0.003968,0.171141,1,P9HK27_0i_03,P0015,-40C,231114
0.8,1.53,28,28,0.258087,0.003510,0.170530,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,0,0,0.422424,0.482216,0.332515,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,4,4,0.415575,0.478706,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,8,8,0.415206,0.478783,0.332973,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,12,12,0.422210,0.479164,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,16,16,0.414973,0.479164,0.333050,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,20,20,0.414890,0.479240,0.332973,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,24,24,0.415134,0.478706,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.7,2.07,28,28,0.415277,0.478706,0.332973,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,0,0,0.340474,0.407137,0.280403,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,4,4,0.326424,0.403703,0.280631,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,8,8,0.333404,0.403703,0.280479,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,12,12,0.325953,0.403703,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,16,16,0.326835,0.403474,0.280479,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,20,20,0.326489,0.403703,0.280403,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,24,24,0.327503,0.403017,0.280403,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.98,28,28,0.333732,0.403627,0.280326,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,0,0,0.261569,0.282539,0.208299,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,4,4,0.259333,0.280631,0.208604,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,8,8,0.258737,0.279945,0.208146,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,12,12,0.266284,0.280250,0.208223,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,16,16,0.266379,0.280326,0.208528,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,20,20,0.259089,0.279945,0.208070,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,24,24,0.259166,0.280174,0.208452,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.8,28,28,0.266981,0.280250,0.208375,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,0,0,0.254851,0.003281,0.177169,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,4,4,0.262981,0.003510,0.177245,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,8,8,0.261831,0.003281,0.176711,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,12,12,0.262504,0.003510,0.176940,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,16,16,0.254314,0.003281,0.177016,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,20,20,0.262564,0.003281,0.176787,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,24,24,0.262963,0.003510,0.177169,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.62,28,28,0.255107,0.003739,0.176940,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,0,0,0.250982,0.003281,0.171141,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,4,4,0.257843,0.003357,0.170988,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,8,8,0.257801,0.003357,0.170607,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,12,12,0.257307,0.003281,0.170683,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,16,16,0.264072,0.003357,0.170759,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,20,20,0.258046,0.003433,0.170378,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,24,24,0.259351,0.003510,0.170836,1,P9HK27_0i_03,P0015,-40C,231114
0.7,1.53,28,28,0.257348,0.003662,0.170836,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,0,0,0.422043,0.482063,0.332287,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,4,4,0.415850,0.479164,0.332973,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,8,8,0.415444,0.478477,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,12,12,0.415498,0.478554,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,16,16,0.414443,0.478935,0.332668,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,20,20,0.415242,0.478630,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,24,24,0.415820,0.478630,0.332821,1,P9HK27_0i_03,P0015,-40C,231114
0.68,2.07,28,28,0.415337,0.478859,0.332897,1,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,0,0,0.331783,0.407213,0.280479,1,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,4,4,0.327091,0.403703,0.280555,1,P9HK27_0i_03,P0015,-40C,231114
0.68,1.98,8,8,0.327252,0.403551,0.280479,1,P9HK27_0i_03,P0015,-40C,231114
