Lot_Bin_Wafer,part,instance,temp,date,Data,ivdd18/bit,ivdd/bit,VWL,Vwl(meas),VBL,Vbl(meas),PRG_CNT,PRG_Time,Pulse1,Pulse2,Pulse3,Pulse4,Pulse5,Pulse6
P9HK26_0I_05,P0013,0,025C,210624,0xff:,172.6763,1,0x000c,2.9882,0x000e,1.4915,0x0a,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,197.9968,1,0x000c,2.9882,0x000e,1.4915,0x0e,40,0x0000000a,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,172.6763,1,0x000c,2.9882,0x000e,1.4915,0x0e,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,197.9968,1,0x000c,2.9882,0x000e,1.4915,0x13,55,0x00000005,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,172.6763,1,0x000c,2.9882,0x000e,1.4915,0x13,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,201.9231,1,0x000c,2.9882,0x000f,1.4916,0x07,20,0x00000060,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,175.8814,1,0x000c,2.9882,0x000f,1.4916,0x07,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,201.9231,1,0x000c,2.9882,0x000f,1.4916,0x09,25,0x0000003c,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,175.8814,1,0x000c,2.9882,0x000f,1.4916,0x09,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,201.9231,1,0x000c,2.9882,0x000f,1.4916,0x0a,30,0x00000011,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,175.8814,1,0x000c,2.9882,0x000f,1.4916,0x0a,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,201.9231,1,0x000c,2.9882,0x000f,1.4916,0x0e,40,0x00000003,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,175.8814,1,0x000c,2.9882,0x000f,1.4916,0x0e,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,201.9231,1,0x000c,2.9882,0x000f,1.4916,0x13,55,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,175.8814,1,0x000c,2.9882,0x000f,1.4916,0x13,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,195.9135,1,0x000c,2.9882,0x0010,1.4911,0x07,20,0x0000002f,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.0096,1,0x000c,2.9882,0x0010,1.4911,0x07,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,195.9135,1,0x000c,2.9882,0x0010,1.4911,0x09,25,0x0000000c,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.0096,1,0x000c,2.9882,0x0010,1.4911,0x09,25,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,195.9135,1,0x000c,2.9882,0x0010,1.4911,0x0a,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.0096,1,0x000c,2.9882,0x0010,1.4911,0x0a,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,195.9135,1,0x000c,2.9882,0x0010,1.4911,0x0e,40,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.0096,1,0x000c,2.9882,0x0010,1.4911,0x0e,40,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,195.9135,1,0x000c,2.9882,0x0010,1.4911,0x13,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.0096,1,0x000c,2.9882,0x0010,1.4911,0x13,55,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,211.2981,1,0x000c,2.9882,0x0011,1.4902,0x07,20,0x00000003,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.8910,1,0x000c,2.9882,0x0011,1.4902,0x07,20,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,211.2981,1,0x000c,2.9882,0x0011,1.4902,0x09,25,0x00000007,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0xff:,181.8910,1,0x000c,2.9882,0x0011,1.4902,0x09,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
P9HK26_0I_05,P0013,0,025C,210624,0x00:,211.2981,1,0x000c,2.9882,0x0011,1.4902,0x0a,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
