Lot_Bin_Wafer,part,instance,temp,date,Data,ivdd18/bit,ivdd/bit,VWL,Vwl(meas),VBL,Vbl(meas),PRG_CNT,PRG_Time,Pulse1,Pulse2,Pulse3,Pulse4,Pulse5,Pulse6,vdd
P9KT98_0a_X,P0012,0,85C,230410,0xff:,193.1891,1,0x000b,1.9875,0x0012,1.1669,0x09,20,0x00000006,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,209.9359,1,0x000b,1.9875,0x0012,1.1669,0x0b,25,0x00000022,0x00000016,0x00000011,0x00000014,0x00000013,0x00000014,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,193.1891,1,0x000b,1.9875,0x0012,1.1669,0x0b,25,0x00000008,0x00000001,0x00000002,0x00000002,0x00000002,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,209.9359,1,0x000b,1.9875,0x0012,1.1669,0x0d,30,0x0000001a,0x00000012,0x00000013,0x00000014,0x00000014,0x00000015,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,193.1891,1,0x000b,1.9875,0x0012,1.1669,0x0d,30,0x00000005,0x00000001,0x00000001,0x00000001,0x00000000,0x00000000,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,209.9359,1,0x000b,1.9875,0x0012,1.1669,0x12,40,0x0000001c,0x00000012,0x00000014,0x00000015,0x00000011,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,193.1891,1,0x000b,1.9875,0x0012,1.1669,0x12,40,0x00000007,0x00000001,0x00000001,0x00000001,0x00000002,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,209.9359,1,0x000b,1.9875,0x0012,1.1669,0x18,55,0x0000001c,0x00000017,0x00000015,0x00000012,0x00000013,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,193.1891,1,0x000b,1.9875,0x0012,1.1669,0x18,55,0x00000008,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,187.8204,1,0x000b,1.9875,0x0013,1.1913,0x09,20,0x00000023,0x00000014,0x00000015,0x00000014,0x00000015,0x00000014,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,178.0449,1,0x000b,1.9875,0x0013,1.1913,0x09,20,0x00000009,0x00000001,0x00000001,0x00000002,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,187.8204,1,0x000b,1.9875,0x0013,1.1913,0x0b,25,0x00000023,0x00000017,0x00000015,0x00000019,0x00000015,0x00000012,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,178.0449,1,0x000b,1.9875,0x0013,1.1913,0x0b,25,0x00000005,0x00000001,0x00000002,0x00000002,0x00000003,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,187.8204,1,0x000b,1.9875,0x0013,1.1913,0x0d,30,0x0000001c,0x00000013,0x00000014,0x00000011,0x00000015,0x00000015,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,178.0449,1,0x000b,1.9875,0x0013,1.1913,0x0d,30,0x00000006,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,187.8204,1,0x000b,1.9875,0x0013,1.1913,0x12,40,0x0000001b,0x00000013,0x00000014,0x00000015,0x00000014,0x0000000f,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,178.0449,1,0x000b,1.9875,0x0013,1.1913,0x12,40,0x00000003,0x00000001,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,187.8204,1,0x000b,1.9875,0x0013,1.1913,0x18,55,0x00000018,0x00000015,0x0000000e,0x00000015,0x00000014,0x00000014,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,178.0449,1,0x000b,1.9875,0x0013,1.1913,0x18,55,0x00000007,0x00000001,0x00000001,0x00000002,0x00000003,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,202.9647,1,0x000b,1.9875,0x0014,1.2160,0x09,20,0x00000022,0x00000013,0x00000012,0x00000013,0x00000012,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,204.8078,1,0x000b,1.9875,0x0014,1.2160,0x09,20,0x00000004,0x00000001,0x00000001,0x00000002,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,202.9647,1,0x000b,1.9875,0x0014,1.2160,0x0b,25,0x00000021,0x00000013,0x00000016,0x00000011,0x00000013,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,204.8078,1,0x000b,1.9875,0x0014,1.2160,0x0b,25,0x00000009,0x00000001,0x00000001,0x00000002,0x00000003,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,202.9647,1,0x000b,1.9875,0x0014,1.2160,0x0d,30,0x0000001d,0x00000016,0x00000012,0x00000011,0x00000010,0x00000015,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,204.8078,1,0x000b,1.9875,0x0014,1.2160,0x0d,30,0x00000007,0x00000002,0x00000002,0x00000000,0x00000000,0x00000000,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,202.9647,1,0x000b,1.9875,0x0014,1.2160,0x12,40,0x0000001a,0x00000013,0x00000011,0x00000013,0x00000012,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,204.8078,1,0x000b,1.9875,0x0014,1.2160,0x12,40,0x00000002,0x00000001,0x00000001,0x00000001,0x00000001,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,202.9647,1,0x000b,1.9875,0x0014,1.2160,0x18,55,0x0000001c,0x00000013,0x00000013,0x00000012,0x00000013,0x00000012,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,204.8078,1,0x000b,1.9875,0x0014,1.2160,0x18,55,0x00000007,0x00000001,0x00000001,0x00000002,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,204.8077,1,0x000b,1.9875,0x0015,1.2403,0x09,20,0x0000001b,0x00000014,0x00000018,0x00000016,0x00000011,0x00000016,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,184.5353,1,0x000b,1.9875,0x0015,1.2403,0x09,20,0x00000005,0x00000001,0x00000002,0x00000002,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,204.8077,1,0x000b,1.9875,0x0015,1.2403,0x0b,25,0x00000019,0x00000016,0x00000014,0x00000014,0x00000016,0x00000013,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,184.5353,1,0x000b,1.9875,0x0015,1.2403,0x0b,25,0x00000008,0x00000002,0x00000001,0x00000001,0x00000001,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,204.8077,1,0x000b,1.9875,0x0015,1.2403,0x0d,30,0x0000001b,0x00000017,0x00000016,0x00000015,0x00000014,0x00000014,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,184.5353,1,0x000b,1.9875,0x0015,1.2403,0x0d,30,0x00000008,0x00000001,0x00000002,0x00000001,0x00000002,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,204.8077,1,0x000b,1.9875,0x0015,1.2403,0x12,40,0x0000001a,0x00000014,0x00000012,0x00000013,0x00000015,0x00000014,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,184.5353,1,0x000b,1.9875,0x0015,1.2403,0x12,40,0x00000007,0x00000001,0x00000001,0x00000002,0x00000002,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,204.8077,1,0x000b,1.9875,0x0015,1.2403,0x18,55,0x0000001b,0x00000013,0x00000013,0x00000012,0x00000014,0x00000012,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,184.5353,1,0x000b,1.9875,0x0015,1.2403,0x18,55,0x00000007,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,211.3781,1,0x000b,1.9875,0x0016,1.2648,0x09,20,0x0000001a,0x00000012,0x00000014,0x00000013,0x00000014,0x00000016,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,227.3237,1,0x000b,1.9875,0x0016,1.2648,0x09,20,0x00000004,0x00000001,0x00000002,0x00000001,0x00000001,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,211.3781,1,0x000b,1.9875,0x0016,1.2648,0x0b,25,0x0000001a,0x00000013,0x00000015,0x00000011,0x00000015,0x00000012,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,227.3237,1,0x000b,1.9875,0x0016,1.2648,0x0b,25,0x00000007,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,211.3781,1,0x000b,1.9875,0x0016,1.2648,0x0d,30,0x0000001f,0x00000015,0x00000014,0x00000016,0x00000015,0x00000016,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,227.3237,1,0x000b,1.9875,0x0016,1.2648,0x0d,30,0x00000002,0x00000001,0x00000001,0x00000001,0x00000002,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,211.3781,1,0x000b,1.9875,0x0016,1.2648,0x12,40,0x0000001c,0x00000015,0x00000016,0x00000014,0x00000012,0x00000012,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,227.3237,1,0x000b,1.9875,0x0016,1.2648,0x12,40,0x00000006,0x00000002,0x00000003,0x00000002,0x00000002,0x00000002,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0x00:,211.3781,1,0x000b,1.9875,0x0016,1.2648,0x18,55,0x0000001d,0x00000015,0x00000014,0x00000014,0x00000013,0x00000011,0.8,
P9KT98_0a_X,P0012,0,85C,230410,0xff:,227.3237,1,0x000b,1.9875,0x0016,1.2648,0x18,55,0x00000004,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
